"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-04-18","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-04-19","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-04-20","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-04-21","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-04-22","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-04-23","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-04-24","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-04-25","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-04-26","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-04-27","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-04-28","0.10",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-04-29","0.42",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-04-30","0.14",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-01","0.24",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-02","0.01",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-03","0.05",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-04","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-05","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-06","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-07","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-08","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-09","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-10","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-11","0.01",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-12","0.15",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-13","0.02",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-14","0.01",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-15","0.08",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-16","0.01",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-17","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-18","0.01",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-19","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-20","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-21","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-22","0.38",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-23","0.08",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-24","0.01",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-25","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-26","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-27","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-28","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-29","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-30","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-05-31","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-01","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-02","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-03","0.16",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-04","0.40",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-05","0.18",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-06","0.07",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-07","0.08",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-08","0.01",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-09","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-10","0.07",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-11","0.05",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-12","0.36",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-13","0.03",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-14","0.01",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-15","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-16","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-17","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-18","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-19","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-20","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-21","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-22","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-23","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-24","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-25","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-26","0.00",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-27","0.08",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-28","0.02",",,E","0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-29",,,"0.0",",,E",,,,,,
"GME00122866","GLUCKSTADT, GM","53.7983","9.4306","1.0","2020-06-30","0.11",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-01","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-02","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-03","0.19",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-04","0.13",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-05","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-06","0.01",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-07","0.01",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-08","0.04",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-09","0.41",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-10","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-11","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-12","0.09",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-13","0.06",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-14","0.08",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-15","0.02",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-16","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-17","0.06",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-18","0.02",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-19","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-20","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-21","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-22","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-23","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-24","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-25","0.01",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-26","0.02",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-27","0.14",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-28","0.37",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-29","0.15",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-30","0.04",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-01-31","0.04",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-01","0.11",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-02","0.30",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-03","0.12",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-04","0.09",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-05","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-06","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-07","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-08","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-09","0.34",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-10","0.35",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-11","0.04",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-12","0.05",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-13","0.31",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-14","0.03",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-15","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-16","0.25",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-17","0.15",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-18","0.04",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-19","0.14",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-20","0.29",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-21","0.05",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-22","0.09",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-23","0.46",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-24","0.72",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-25","0.02",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-26","0.10",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-27","0.06",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-28","0.48",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-02-29","0.03",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-01","0.04",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-02","0.12",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-03","0.06",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-04","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-05","0.11",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-06","0.11",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-07","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-08","0.03",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-09","0.18",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-10","0.34",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-11","0.14",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-12","0.06",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-13","0.08",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-14","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-15","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-16","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-17","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-18","0.04",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-19","0.01",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-20","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-21","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-22","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-23","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-24","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-25","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-26","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-27","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-28","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-29","0.04",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-30","0.09",",,E","0.8",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-03-31","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-01","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-02","0.02",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-03","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-04","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-05","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-06","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-07","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-08","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-09","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-10","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-11","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-12","0.02",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-13","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-14","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-15","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-16","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-17","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-18","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-19","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-20","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-21","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-22","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-23","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-24","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-25","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-26","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-27","0.00",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-28","0.04",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-29","0.13",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-04-30","0.19",",,E","0.0",",,E",,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-01","0.18",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-02","0.25",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-03","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-04","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-05","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-06","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-07","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-08","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-09","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-10","0.06",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-11","0.01",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-12","0.04",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-13","0.05",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-14","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-15","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-16","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-17","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-18","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-19","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-20","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-21","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-22","0.30",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-23","0.02",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-24","0.07",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-25","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-26","0.00",",,E",,,,,,,,
"GME00124690","KONIGSMOOR, GM","53.2292","9.6533","40.0","2020-05-27","0.00",",,E",,,,,,,,
